Customer ID,Arrival Time,Service Start Time,Service End Time,Service Time,Wait Time,Server ID,Time in System
483,480.31,480.31,480.81,0.5,0.0,2,0.5
484,481.3,481.3,481.8,0.5,0.0,1,0.5
485,482.18,482.18,485.44,3.26,0.0,2,3.26
486,484.49,484.49,486.2,1.71,0.0,1,1.71
487,484.54,484.54,487.46000000000004,2.92,0.0,3,2.92
488,484.87,485.44,486.87,1.43,0.5699999999999932,2,1.9999999999999931
489,487.87,487.87,488.58,0.71,0.0,1,0.71
490,490.08,490.08,494.34999999999997,4.27,0.0,2,4.27
491,490.69,490.69,494.71,4.02,0.0,3,4.02
492,491.66,491.66,494.63000000000005,2.97,0.0,1,2.97
493,491.98,494.34999999999997,495.14,0.79,2.3699999999999477,2,3.1599999999999477
494,492.19,494.63000000000005,496.86000000000007,2.23,2.4400000000000546,1,4.670000000000055
495,492.81,494.71,495.83,1.12,1.8999999999999773,3,3.0199999999999774
496,493.25,495.14,495.64,0.5,1.8899999999999864,2,2.3899999999999864
497,494.12,495.64,501.87,6.23,1.5199999999999818,2,7.749999999999982
498,494.21,495.83,496.33,0.5,1.6200000000000045,3,2.1200000000000045
499,497.87,497.87,505.37,7.5,0.0,3,7.5
500,502.15,502.15,503.63,1.48,0.0,1,1.48
